,ABV,Beer Name,Beer Style,Brewery Name,name,creditCard,email,purchase,saleType,date
159,4.0,SUPER TIDY,"English pale ale, soft floral notes",BIG HAND,"Hall, Williams and Hurst",502092016158,burkelindsey@gmail.com,81.25,bottles or cans,2019-03-22
160,4.5,T WREX,Golden ale with English and European hops,BIG HAND,"Moore, Allen and Lowe",374583321363148,duransandra@beck-hickman.com,41.0,bottles or cans,2019-03-06
161,6.9,TELEKENISIS,Premium American pale ale,BIG HAND,Baker LLC,30598655564273,johnrogers@hotmail.com,29.77,draught,2019-03-05
162,6.0,BLACK IPA,Black IPA with complex malt and transatlantic hoppiness,BLACK ROCK,Hayes-Monroe,869991956434468,dgarcia@perez-acosta.com,8.31,draught,2019-02-25
163,4.7,WHEAT BEER,Orange and Coriander wheat beer,BLACK TOR,"Miller, Reed and Molina",4054602121630669,fshannon@dunn.com,23.37,bottles or cans,2019-02-01
164,4.0,"MO MILD,  MO PROBLEMS","Pale mild, hopped with Progress",BLACKJACK,Dougherty-Wilson,4065614824967790,hilltyler@hotmail.com,81.21,draught,2019-04-09
165,3.6,RAKUA LIGHT,"Pale, heavily single hopped pale",BLACKJACK,Romero Inc,630497539738,christopher74@gmail.com,95.6,bottles or cans,2019-02-07
166,5.0,STOUT,Traditional dry stout,BLACKJACK,Davis PLC,3337336355242963,jason09@hotmail.com,86.88,draught,2019-02-01
167,4.0,ELDERFLOWER BLONDE,Straw coloured blonde ale with hints of Elderflower,BLUESTONE (Wales),Torres Ltd,3112112486307228,potterheidi@collier.com,82.5,bottles or cans,2019-02-12
168,4.8,FOSSIL FUEL,Creamy stout with a shot of Espresso for good measure,BLUESTONE (Wales),Hamilton PLC,30449252497493,michael56@yahoo.com,22.55,draught,2019-01-12
169,3.7,RAZZAMATAZZ,Fresh & fruity raspberry flavoured blonde ale,BOSUN'S,"Rodriguez, Contreras and Sparks",6011118388931150,stoneherbert@hood.com,62.09,draught,2019-03-22
170,3.8,TELL NO TALES,A very dark mild,BOSUN'S,"Gordon, Li and Sutton",4728945685958,williamtaylor@yahoo.com,47.87,draught,2019-03-19
171,5.0,1848 PORTER,"Deep, dark and full-bodied, with robust roasted malt & caramel",BOUTILLIERS,Craig PLC,3096836730739378,cblake@taylor-moore.net,65.15,draught,2019-04-22
172,4.3,RYE PALE ALE,Ruby rye ale packed with Waimea hops,BOUTILLIERS,Flores LLC,630482383977,villarrealnathan@gmail.com,63.24,draught,2019-04-27
173,4.4,SMOKED OATMEAL STOUT,"Silky smooth finish, German rauch malt adds a peat smokiness ",BOUTILLIERS,"Ferrell, Cole and Dalton",6011174506757977,fbrady@gmail.com,25.64,bottles or cans,2019-04-23
174,4.1,FXPA,"Hazy, unfined extra pale ale, with Falconers Flighthops",BOX SOCIAL,Gomez-Guzman,630469710630,cbrown@sanchez-chambers.net,92.68,bottles or cans,2019-04-22
175,4.3,KAFFIR LIME LEAF,Session IPA brewed with Kaffir lime leaf,BOX SOCIAL,Butler Inc,30434540536443,nclayton@gmail.com,68.18,bottles or cans,2019-02-10
176,4.0,HOGSHEAD RED IPA,"Rich, deep, hoppy with spicy, pine resinous aromas",BRADFORD,Campbell-Mcconnell,4924965220627227,uanderson@flynn-callahan.com,80.31,bottles or cans,2019-02-15
177,4.5,IVEGATE STOUT,"Dark, full-bodied, traditional roasty stout",BRADFORD,Braun-Floyd,6011784656657197,zwilson@yahoo.com,99.72,bottles or cans,2019-04-23
178,4.5,GLO IN THE DARK,"Dark ale, brewed with US hops",BRAGDY TWT LOL,Vargas Ltd,210011075624182,andrewskatie@good.com,35.7,draught,2019-03-12
179,4.0,Tŵti Ffrŵti,Light golden ale brewed with Mosaic and Chinook hops,BRAGDY TWT LOL,"Kane, Rhodes and Sloan",869975032354493,ffisher@scott.com,99.79,bottles or cans,2019-02-25
180,4.3,BEST BITTER,Well rounded bitterness with spicy and fruity and floral notes,BREW BUDDIES,Lee-Anthony,4279933767698747,johnmendoza@french-richards.com,62.19,bottles or cans,2019-01-30
181,4.8,CITRA BLACK IPA,"Brewed with black & chocolate malt, toasty character, Citra hops",BREW BUDDIES,Rivera-Fox,378769978828204,hancockfrederick@gmail.com,18.14,bottles or cans,2019-04-30
182,5.2,SAISON,Lemony flavour complements the estery & spicy yeast character,BREW BUDDIES,Stanley PLC,4879939810639,jacqueline34@hotmail.com,9.98,draught,2019-03-23
183,4.0,LEVIATHAN,Session IPA,BREW MONSTER,"Lane, Graves and Coleman",3088842158087639,perrydavid@gmail.com,0.33,bottles or cans,2019-02-07
184,5.9,HAAST'S EAGLE,"NZ pale ale. Initial citrus hit,  crisp, dry, gooseberry character ",BREW YORK,"Floyd, Johnston and Cooper",180079508151707,butlercasey@yahoo.com,16.46,bottles or cans,2019-05-02
185,4.5,X-PANDA V6,"Sesion IPA with Citra,  Nelson Sauvign & Waimea hops",BREW YORK,Irwin-Morrison,5593709933050708,shafferadam@wright.com,69.05,bottles or cans,2019-03-05
186,4.4,1899,"Light, refreshing pale ale with biscuit flavour , medium dry finish",BREWHOUSE & KITCHEN (NOTTINGHM),Ross-Butler,4191249950216,williamsonanthony@davenport-zimmerman.com,86.46,draught,2019-04-05
187,3.6,CONSTABLE,Traditional caramel session bitter,BREWHOUSE & KITCHEN (NOTTINGHM),Jones-Lyons,4254539013432,baldwinjason@gray.com,61.61,bottles or cans,2019-04-22
188,4.5,KNIGHT LIGHT,Roasty porter with chocolate sweetness balanced by a hopiness,BREWHOUSE & KITCHEN (NOTTINGHM),Nichols Inc,5163305587495966,wilsonshawn@hotmail.com,84.68,draught,2019-04-01
189,5.0,RACER,"Light golden, pioneer green hopped harvest ale",BREWHOUSE & KITCHEN (NOTTINGHM),Gray PLC,30190854610204,owensmelissa@hotmail.com,3.8,draught,2019-04-01
190,4.4,SALLY POLLARD'S SPECIAL PALE ALE,Single hop pale ale,BREWHOUSE & KITCHEN (NOTTINGHM),Silva Inc,180049839478996,fsanchez@olson.com,9.94,draught,2019-01-16
191,4.7,STREET BLOCK,"Red rye ale, dry, bitter finish with plenty of spicy, aromatic hops",BREWHOUSE & KITCHEN (NOTTINGHM),Hernandez-Castillo,4389135772363179,natasha88@shaw.com,16.55,draught,2019-01-14
192,5.5,TRICKY TREE,Traditional IPA with an intense piney & citrusy aroma & flavour,BREWHOUSE & KITCHEN (NOTTINGHM),Fleming-Thornton,348665705301837,cookmariah@murray-jones.com,26.17,draught,2019-01-19
193,4.8,BYKER BROWN ALE,Hoppy version of a traditional Newcastle brown ale,BRINKBURN ST,Wilson-Dennis,30359256148796,stacy72@cruz.com,96.79,bottles or cans,2019-04-06
194,8.199999999999999,MANGO DIPPER (DIPA),Super fruity and punchy Double India Pale Ale,BRINKBURN ST,"Robinson, Horn and Mckinney",3096851679051669,patrickwilliams@alexander-villegas.com,83.78,draught,2019-02-18
195,4.2,TYNE TITANS PALE,Golden beer with a reddish hue,BRINKBURN ST,Zuniga-Fowler,344142116336202,sheliajohnson@brown.net,72.72,draught,2019-01-10
196,3.8,GOLDEN ALE,"Golden ale, hints of tangerine citrus and fresh aroma",BROCKLEY,"Zimmerman, Williams and Myers",3528419513742550,tjarvis@gmail.com,52.61,bottles or cans,2019-04-16
197,4.1,PALE ALE,Pale ale with hints of apricot,BROCKLEY,Jones and Sons,344016357497438,nlee@yahoo.com,28.92,bottles or cans,2019-05-02
198,4.8,RED ALE,Red ale made with American hops ,BROCKLEY,Downs Group,5538325638393422,jimmy32@hotmail.com,93.34,bottles or cans,2019-02-14
199,5.0,IT'S 5 O'CLOCK SOMEWHERE,APA with Rye and Vienna malts and Cascade and Chinook hops,BROKEN BRIDGE,"Zuniga, Cooper and Smith",210022920848132,millerraymond@hotmail.com,29.39,draught,2019-02-10
200,5.2,STOP MAKING SENSE,India porter / black IPA. Hoppy with roasted caramel grains,BROKEN BRIDGE,Barrett LLC,3096521249347703,danielsmith@delacruz.biz,22.37,bottles or cans,2019-03-22
201,4.8,C.O.W,"Citra, Oats and Wai-iti, hazy pale ale",BROLLY BREWING,Brooks PLC,675996072772,garciajohn@beasley.com,93.07,bottles or cans,2019-01-06
202,3.8,LOWFIELD WISSY,Traditional Sussex bitter with 5 malts and 3 hops,BROLLY BREWING,Valenzuela PLC,5549558244757443,thomas52@yahoo.com,99.28,bottles or cans,2019-02-25
203,5.2,LANDLUBBERS CHOICE,American style brown ale,BUCCANEER,"Petersen, Brown and Smith",4279801821931745,katherine01@gmail.com,78.54,bottles or cans,2019-04-07
204,4.6,AMPED UP OCTOPUS,Orange and grapefruit IPA,BUCCANEER,Knight Inc,4419180400440,smithmichael@hotmail.com,11.61,draught,2019-04-19
205,4.3,SMALL AXE,"Hoppy, sessionable IPA packed with resinous West Coast hops",BULLHOUSE,"Griffin, Johnson and Rasmussen",3158456773833320,rturner@gmail.com,74.31,bottles or cans,2019-04-14
206,3.7,FLINTLOCK,Golden hoppy ale,CAMPBELL'S,Moore-Farmer,349495223618671,jon75@griffith.com,24.55,bottles or cans,2019-02-12
207,4.3,GUNNER ,Blonde well balanced session ale,CAMPBELL'S,Brown-Gibson,5267455211365518,kimberlymartin@hotmail.com,37.87,draught,2019-02-28
208,5.0,FARMHOOSE,Saison. Belgian style farmhouse pale,CAMPERVAN,"Rodriguez, Larson and Richards",5274698866011967,morenopatricia@smith.org,50.38,bottles or cans,2019-03-25
209,4.7,LEITH JUICE,"Session IPA, quite zesty",CAMPERVAN,"Edwards, Schroeder and Hines",869966899624714,shannongates@green-lee.com,50.49,draught,2019-03-18
210,4.2,MUTINY ON THE BOUNTY,"Milk stout, chocolate, coconut and vanilla flavours",CAMPERVAN,"Nelson, Johnson and Johns",675960891298,samanthalyons@hotmail.com,20.99,bottles or cans,2019-03-20
211,4.5,PACIFIC ZEST,"New Zealand hopped IPA, quite fruity",CAMPERVAN,Wiggins LLC,30012693571118,monteskatherine@bauer.com,50.72,draught,2019-02-18
212,5.6,BROCKWELL IPA,"Smooth and rounded, with tropical hop flavour",CANOPY,Harper and Sons,4571886751136,smithchad@kane.com,83.37,draught,2019-03-18
213,5.0,FULL MOON PORTER,"Porter with rich chocolate, coffee and caramel flavours",CANOPY,Jordan PLC,630442987784,alyssasanchez@mullins-fletcher.com,5.06,draught,2019-04-03
214,4.2,TALL TREES,A session IPA,CANOPY,Johnson-Love,3528794976474739,whiteashley@gmail.com,54.6,bottles or cans,2019-03-29
215,4.7,ELSIE MO,Golden ale known for its subtle floral character and citrus taste,CASTLE ROCK,Turner-Pitts,3528568557807883,kristen71@knight.com,90.95,draught,2019-03-13
216,3.8,HARVEST PALE,Multi-award winning blonde beer with a delicate citrus character,CASTLE ROCK,Munoz Group,30039526126570,raven87@gmail.com,9.04,draught,2019-03-19
217,4.4,MOST HAUNTED,Porter brewed with pumpkin spice and a cocktail of hops,CASTLE ROCK,"Mercado, Lopez and Peters",6011885557169453,tiffany86@newman.com,28.67,bottles or cans,2019-01-20
218,4.4,PRESERVATION,"East Mids-style best bitter,  subtle malt sweetness, resinous hop character ",CASTLE ROCK,Ross-Kim,3337085291473253,halljack@bass.com,73.13,draught,2019-03-13
219,4.7,RACE TO THE SEA,Wheat beer brewed with Triskel hops from France,CASTLE ROCK,"Bates, Wright and Conrad",210059411642194,william99@hotmail.com,33.58,bottles or cans,2019-01-29
220,5.5,SCREETCH OWL,Juicy but balanced IPA with a fresh citrus aroma,CASTLE ROCK,"Duarte, Dixon and Willis",6011181686094295,amy76@spence-browning.com,48.1,bottles or cans,2019-01-17
221,5.3,SEASON OF MISTS,Amber ale brewed with spicy and fruity hops from the UK ,CASTLE ROCK,"Daniel, Stanley and Wright",676312354837,amanda37@caldwell-strickland.com,55.76,bottles or cans,2019-01-20
222,4.5,SHERWOOD RESERVE,Smooth stout brewed with fresh Colombian coffee beans,CASTLE ROCK,"Wright, Hall and Thompson",4799911835497574,bellalice@bush.org,46.75,bottles or cans,2019-02-02
223,5.2,MERLIN'S OWN,Well hopped English pale,CASTLEGATE,Mason and Sons,501861539606,krodriguez@yahoo.com,23.42,draught,2019-02-14
224,4.4,TOWY GOLD,Pale golden ale,CASTLEGATE,"Mcgrath, Odom and Carpenter",3112586800932912,xfrazier@jones-white.com,7.42,bottles or cans,2019-01-17
225,4.5,12th MAN,Golden hoppy bitter balanced by New World hops,CASTOR,"Moore, Sweeney and Ho",4218339567483989,cheryljohnson@suarez.com,34.76,bottles or cans,2019-02-18
226,4.1,HOPPING TOAD,Blonde beer with grassy and citrus hop notes,CASTOR,Garcia-Brown,4420415261496511,hughesshelly@elliott.com,3.0,bottles or cans,2019-03-17
227,4.8,THE ROARING FORTIES,Malty biscuit based beer gives way to gentle hop tones,CASTOR,Smith Group,4987963391183785,oramirez@sanchez.com,88.86,bottles or cans,2019-04-12
228,4.2,No. 3,A scottish style pale ale,CAT ASYLUM,"Brewer, Owens and Wolfe",344309710741364,lindayork@yahoo.com,69.57,bottles or cans,2019-01-03
229,3.4,OATY MILD,Mild brewed to a London war time recipe,CAT ASYLUM,"Russell, Lopez and Bruce",3088940701549939,reyesanthony@mitchell-daugherty.com,44.65,draught,2019-01-29
230,4.3,RED BARREL,"1963 cask version of beer that made its ""reputation"" in keg form",CAT ASYLUM,"Mitchell, Martinez and Blanchard",6011860913557154,kathryn07@foster.org,34.83,bottles or cans,2019-03-08
231,4.1,RASPBERRY WHEAT BEER,Raspberry wheat beer,CELLAR HEAD,"Mccormick, Beltran and Mcfarland",3158547977828569,victor94@griffin.com,96.7,bottles or cans,2019-04-14
232,4.6,SINGLE HOP,Single hop variety beer with Target hops,CELLAR HEAD,"Delgado, Mitchell and Oliver",3158607973887223,matthew78@gmail.com,32.28,draught,2019-04-30
233,4.8,CASCADE,Single hopped pale with cascade hops,CERDDIN,Perez LLC,370260880833340,eddie57@gmail.com,65.58,bottles or cans,2019-03-22
234,4.5,CWRW TRI,A strong dark mild,CERDDIN,Terry-Davis,30133988942762,ellen94@gmail.com,93.76,draught,2019-01-11
235,5.5,DEAD MAN'S FIST,"Subtly smoked porter, followed by fiery black pepper",CHAPTER,Maynard and Sons,3112392250572955,joseph17@robinson.org,89.06,draught,2019-03-03
236,4.7,PARABOLA,"Punchy, fragrant American Pale with a huge Columbus burst",CHAPTER,Jacobs-Goodman,346011014068647,melindahays@smith-bates.com,53.61,bottles or cans,2019-04-15
237,5.0,FIRE IN THE HOLE,"Pale chilli beer, citrusy, tangy and hot!!",CHURCH END,"Ware, Mayo and Martin",30445384944196,thompsonkayla@yahoo.com,97.03,draught,2019-03-06
238,3.8,GOATS MILK,Golden yellow nectar. Champion Beer of Britain 2017,CHURCH END,Miller-Crawford,6011061604219838,scottsandoval@yahoo.com,60.25,bottles or cans,2019-04-17
239,3.8,GRAPEFRUIT,Pale ale with added grapefruit,CHURCH END,Davidson-Baker,4558106946075,hallerica@gmail.com,2.36,draught,2019-01-19
240,5.0,LIMONCELLO,Lemon based pale ale,CHURCH END,Owens-Scott,3112871280959191,elijah41@yahoo.com,23.4,bottles or cans,2019-01-20
241,5.5,OLD PAL,"Rich, copper coloured beer which is stacked full of malts",CHURCH END,Morris-Salazar,4534864962000,williamsonkara@ellis.com,54.43,draught,2019-01-09
242,5.5,PINEAPPLE,Pale ale with added pineapple,CHURCH END,Suarez LLC,3088301980709373,deborahburns@hotmail.com,92.8,draught,2019-03-14
243,4.6,STOUT COFFIN,"Black, chewy and creamy, what a stout should be",CHURCH END,"Medina, Shaw and Richards",4811358618009495,sara18@murray.com,6.37,bottles or cans,2019-04-20
244,5.5,BLUENETTE,Honey and oatmeal porter,CHURCH HANBREWERY,Moore-Foster,3088448463060582,kevinpollard@gmail.com,40.47,bottles or cans,2019-04-26
245,5.5,MAT BLACK,Black IPA  ,CHURCH HANBREWERY,"Roberts, Reed and Brown",3337183320390075,shawn72@yahoo.com,50.55,bottles or cans,2019-03-21
246,4.0,GORGONS'S ALIVE,"Golden bitter, summery, spicy and refreshing",CLARKSHAWS,"Jacobs, Patel and West",630496818919,trussell@moss.info,33.59,bottles or cans,2019-01-03
247,4.5,NEW WORLD,"American pale ale, with tropical fruits and mango flavour",CLARKSHAWS,Mercer-Franco,4684277542768154,angelaholder@yahoo.com,42.04,draught,2019-02-14
248,3.8,PRUNE,Black ale with added prunes,CHURCH END,Martin-Rodriguez,4619228131367437,chungjennifer@weaver.com,7.11,bottles or cans,2019-04-17
249,3.8,VANILLA JACK,Dark roasted flavours with added mix of vanilla and Jack Daniels,CHURCH END,"Hall, Welch and Huffman",869995641153441,erikamiller@hill-bentley.net,40.46,draught,2019-04-14
250,4.0,STRANGE BREW,Pale with a hoppy floral flavour from UK cascade,CLARKSHAWS,Blair Group,4787693467268895,dawnprice@gmail.com,50.66,draught,2019-04-14
251,4.5,P'ALE ALE,"Pale, fruity bite using three malts & 3 bouncing flowered hops",COCKSURE  ,"Knapp, Brewer and Hines",3528016263509567,doylemonica@rivera-bishop.com,11.75,draught,2019-02-10
252,4.1,RED ALE,Red ale with hint of smoke,COCKSURE  ,Santos-Thompson,3112872359433738,butlerlarry@hotmail.com,6.78,bottles or cans,2019-05-01
253,4.8,SESSION IPA,Very drinkable session IPA,COCKSURE  ,Rice Ltd,3096499039746758,anitafranklin@west-phillips.info,73.54,draught,2019-03-10
254,3.8,BOB ON,Best bitter with spicy & earthy hops,COLLYFOBBLE,Campbell-Hendrix,869938486614200,foxtaylor@hotmail.com,50.28,bottles or cans,2019-01-18
255,3.4,DUNNA WITTLE,"Light golden blonde ale, citrus aroma, light & refreshing flavour",COLLYFOBBLE,"Ross, Lopez and Clayton",3112240446061989,amymarshall@gmail.com,35.04,draught,2019-02-03
256,4.3,SUPWIYO,"Pale ale, tropical fruit aroma, very hoppy, fruity flavour",COLLYFOBBLE,Daniels-Fisher,30378869274518,stephenfranco@phillips-johnson.org,12.24,bottles or cans,2019-01-16
257,6.5,AULD ALLIANCE,"Dark mild beer, with fruity undertones from red grape juice",CRAFT ORIGINALE,Griffith-Perez,502066583134,rebecca25@gmail.com,56.27,bottles or cans,2019-02-12
258,3.7,FIFE PILGRIM,"Light, hoppy session beer",CRAFT ORIGINALE,Lang-Wilson,5471674977996025,gmason@lambert.com,20.44,bottles or cans,2019-01-30
259,4.7,FRINGE OF GOLD,"Hoppy, golden ale",CRAFT ORIGINALE,Johnson-Torres,5368768014123225,morgandwayne@hotmail.com,76.63,bottles or cans,2019-03-21
260,6.0,GUILD IPA,Robust full-bodied golden IPA,CRAFT ORIGINALE,"Anderson, Tran and Olsen",502005190991,helen29@reyes.net,57.1,draught,2019-01-04
261,4.9,GUZZ ALE,Traditional Scottish ale with peppery undertones,CRAFT ORIGINALE,Brown Group,30578781009286,bakerjoshua@wade-butler.org,66.46,bottles or cans,2019-01-17
262,4.6,BLACK RYE-NO,Cascadian dark ale,CRAFTY LITTLE BREWERY,Schultz-Ford,30508155437854,marquezlarry@henderson.com,30.2,bottles or cans,2019-04-21
263,4.5,RED TALE,"Toasted malt notes, hint of passion fruit, pine & forest berries",CRAFTY LITTLE BREWERY,Ochoa-Oconnell,676129500291,amanda00@spence.com,11.92,bottles or cans,2019-02-21
264,4.8,WOLF BITE,Classic APA with a heady citrus aroma and a touch of pine,CRAFTY LITTLE BREWERY,Walton-Olson,5275787350009881,qrobinson@hotmail.com,70.88,draught,2019-04-25
265,4.2,CRATE AMBER,American amber/red ale,CRATE,"Ferguson, Christian and Ferrell",5132512176206377,shannongreene@powell.net,44.9,draught,2019-04-30
266,3.8,CRATE GOLDEN,"Floral, grapefruit, pine",CRATE,Martinez-Wallace,3528538126913850,jonathanevans@johnson.biz,12.45,bottles or cans,2019-01-16
267,5.5,CRATE RYE,"Rich, sweet caramel, spice",CRATE,Hawkins-Warren,4775889217076638,julia15@castro.org,57.56,bottles or cans,2019-01-14
268,6.0,SEA DOG AMERICAN IPA,Collab American hopped ale,CULLERCOATS / DOG & RABBIT,Dunlap LLC,180053104217915,donna48@yahoo.com,63.54,draught,2019-04-22
269,4.5,LIMESTONE COWBOY,Robust copper ale with American hops,CWRW IAL,"Jackson, Roberts and Contreras",4149030118359083,rachel48@gmail.com,64.78,draught,2019-01-26
270,4.0,POCKET ROCKET,Nice light bitter with floral notes,CWRW IAL,Sandoval Inc,869985215977291,murphytravis@yahoo.com,81.74,draught,2019-01-03
271,5.1,POTHOLE PORTER,Classic style porter with British Goldings hops,CWRW IAL,"Montgomery, Perkins and Ponce",869904554108517,bruce34@hotmail.com,55.38,bottles or cans,2019-01-30
272,5.0,THE APACHE LINE,American East Coast IPA ,CWRW IAL,Baker Group,3528344969939585,awatson@summers-boyd.com,83.25,draught,2019-02-11
273,4.0,CWRW GLYNDWR,Legendary golden ale ,CWRW LLYN,Reyes-Bruce,5339973908076853,wallssergio@carter.com,57.72,bottles or cans,2019-01-29
274,4.5,PORTH NEIGWL,"Light, tasty beer with gorse flowers ",CWRW LLYN,Jacobs and Sons,869994685182838,matthew30@yahoo.com,41.15,draught,2019-02-26
275,4.2,SEITHENYN,"Refreshing golden beer, with a continental character ",CWRW LLYN,"Hansen, Andersen and Marquez",869916653863099,jamesterry@hotmail.com,48.38,bottles or cans,2019-04-14
276,3.8,Y BRAWD HOUDINI,Pale and flowery,CWRW LLYN,Davis Inc,4041524955826922,mary95@brooks.net,2.69,draught,2019-01-27
277,3.8,PALE ALE,"Light, refreshing, subtle aromas of tropical fruits & blueberries",DANS BREWERY,Moore-Haynes,4625473737474854,lauracarlson@obrien.com,52.9,draught,2019-02-28
278,5.2,PORTER,"Deep mahogany, taste of coffee, liquorice & sweet roasted malts",DANS BREWERY,"Hill, Knight and Reed",30228165101875,marshscott@espinoza.org,85.86,draught,2019-04-25
279,4.1,ZESTED INTEREST,Pale ale with a blend of orange zest and hops,DANS BREWERY,White LLC,4050315461724,hsolomon@yahoo.com,6.6,draught,2019-02-08
280,3.8,EUREKA,"Fruity, malty session ale",DEVA CRAFT,Clay PLC,377737470673585,hfarley@hicks.com,99.13,bottles or cans,2019-04-02
281,4.2,OATIMUS PRIME,Hoppy oatmeal pale,DEVA CRAFT,Silva-Nelson,869918916477808,mbrooks@yahoo.com,61.8,bottles or cans,2019-01-18
282,3.6,TITAN,"Light, hoppy, hint of citrus",DEVA CRAFT,Bonilla Inc,4892771007026353,annmoore@gmail.com,54.97,draught,2019-03-24
283,4.0,DOVE ALE,"Copper, chestnut session ale",DOVECOTE ,"Deleon, Juarez and Conrad",4645493523552966,dbonilla@flynn.info,92.47,bottles or cans,2019-04-18
284,4.8,DOVE DOWN UNDER,Full flavoured amber with NZ hops,DOVECOTE ,Lee LLC,3096657380106522,zgarcia@harvey-hunt.com,5.04,bottles or cans,2019-03-30
285,4.2,DOVE FROM ABOVE,Unfined India Pale Ale,DOVECOTE ,Gallegos-King,869955493877604,framos@acevedo-pena.biz,94.1,draught,2019-04-14
286,5.0,WOOD PIGEON,Strong brown ale,DOVECOTE ,Lucas Inc,4531607877644,cmassey@daniels.com,27.61,bottles or cans,2019-02-06
287,5.2,FUSEE CHAIN AMERICAN PALE,American pale ale packed with Ekuanot hops,DROP THE ANCHOR,Bishop LLC,3528162633099341,thompsonkatherine@gmail.com,57.01,draught,2019-03-26
